case_number,category_1,category_2,category_3,granular_cluster_id,parent_cluster_id
10006571,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Appeal for Absentee Payroll (AP) funding,3,1
10006659,Divisional Matters,SSG Divisional Matters,SSG Corporate Services Division (CSVD) - Disbursement,4,1
10006729,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
10006740,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,9,1
10006795,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Non-SSG Enquiries,11,1
10006813,Divisional Matters,SSG Divisional Matters,Enforcement & Compliance Division (ECD) - Others,4,1
10006885,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10006904,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Requests - Grant,3,1
10007062,Divisional Matters,SSG Divisional Matters,SSG Corporate Services Division (CSVD) - Disbursement,5,1
10007098,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Request - Status of Absentee Payroll (AP) Submission,12,1
10007271,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,13,1
10007288,WSG Programmes and Initiatives,Workfare Skills Support,Training Commitment Award Claim Status,13,1
10007503,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Requests - Grant,10,1
10007513,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,7,1
10007592,"Training Programmes, Training Systems and Advisory Services",MySkillsFuture Portal,Technical Support - General,6,1
10007622,Regulations,Skills Development Levy (SDL),General Enquiries,8,1
10007627,WSG Programmes and Initiatives,Workfare Skills Support,Training Commitment Award Claim Status,12,1
10007673,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,12,1
10007728,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,10,1
10007754,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,1,1
10007861,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,13,1
10008101,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,7,1
10008144,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,3,1
10008177,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,3,1
10008354,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Requests - Grant,5,1
10008424,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10008539,Divisional Matters,SSG Divisional Matters,SSG Corporate Services Division (CSVD) - Disbursement,9,1
10008554,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,4,1
10008666,Divisional Matters,SSG Divisional Matters,SSG Corporate Services Division (CSVD) - Disbursement,10,1
10008789,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,3,1
10008883,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,5,1
10008896,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Appeal for Absentee Payroll (AP) funding,3,1
10009090,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,11,1
10009118,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,5,1
10009128,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,12,1
10009226,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
10009294,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,2,1
10009361,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
10009368,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,8,1
10009370,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Requests - Grant,10,1
10009427,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,11,1
10009430,WSG Programmes and Initiatives,Career Trial,Programme Information,1,1
10009447,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,2,1
10009480,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,1,1
10009490,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Profile and Account",8,1
10009496,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Refund Management",10,1
10009555,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
10009679,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Technical Support,1,1
10009701,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,5,1
10009714,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10009750,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,2,1
10009755,Divisional Matters,SSG Divisional Matters,SSG Corporate Services Division (CSVD) - Disbursement,2,1
10009813,Divisional Matters,SSG Divisional Matters,Industry Development Division 1 (IDD1) - Others,10,1
10009816,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
10010150,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10010193,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10010265,Regulations,Skills Development Levy (SDL),Payment,1,1
10010275,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
10010298,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
10010301,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),Eligibility Criteria - Course Eligibility,6,1
10010413,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10010533,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,10,1
10010591,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,5,1
10015715,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,5,1
10018179,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,5,1
10010640,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Submit Claims",13,1
10010673,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,4,1
10010681,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,3,1
10010685,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Others,4,1
10010759,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10010834,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Submit Claims",13,1
10010841,Divisional Matters,SSG Divisional Matters,SSG Corporate Services Division (CSVD) - Invoice and Billing Matters,9,1
10010947,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,7,1
10011049,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Appeal for SME Funding,13,1
10011127,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Technical Support,13,1
10011128,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Enterprise Credit (SFEC),Eligibility Criteria - Basic eligibility Checks,5,1
10011186,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,8,1
10011216,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10011242,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
10011263,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,2,1
10011268,Divisional Matters,SSG Divisional Matters,SSG Corporate Services Division (CSVD) - Disbursement,6,1
10011299,Employment Assistance and Career Services,Career Advisory and Coaching,Appointment - Booking/Reschedule/Cancellation,3,1
10011364,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Enterprise Credit (SFEC),Purpose and Objective,4,1
10011448,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),Requests - Edit or Cancellation,9,1
10011475,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10011482,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,3,1
10011576,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,10,1
10011644,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Appeal for SME Funding,5,1
10011703,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,4,1
10011746,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,10,1
10011967,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,7,1
10011969,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,11,1
10011979,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,3,1
10011985,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,10,1
10011992,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,10,1
10012066,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,5,1
10012083,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10012221,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,3,1
10012340,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,1,1
10012384,"Training Programmes, Training Systems and Advisory Services",MySkillsFuture - Student Portal,Technical Support - Student Portal,5,1
10012493,WSG Programmes and Initiatives,Employers Connect,Recruitment Assistance,7,1
10012500,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10012513,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),Requests - Claim status,9,1
10012639,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),Appeal on new standalone exams/overseas courses,13,1
10012696,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Requests - Grant,10,1
10012742,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Technical Support,1,1
10012769,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,2,1
10012822,Divisional Matters,SSG Divisional Matters,SSG Corporate Services Division (CSVD) - Disbursement,6,1
10012863,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,1,1
10012879,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,2,1
10013040,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,"Guidelines, Processes and Timeline - Course Application",13,1
10013104,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Requests - Grant,1,1
10013107,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Requests - WSQ Assessment submission,1,1
10013127,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,9,1
10013130,"Training Programmes, Training Systems and Advisory Services",WSQ Electronic Certificates (e-Certs),"Guidelines, Processes and Timeline",12,1
10013230,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,10,1
10013237,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10013249,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Refund Management",3,1
10013286,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,13,1
10013368,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,2,1
10013402,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,10,1
10013457,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Profile and Account",1,1
10013494,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,2,1
10013495,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,6,1
10013531,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,13,1
10013577,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Others,4,1
10013596,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,10,1
10013627,Divisional Matters,SSG Divisional Matters,SSG Corporate Services Division (CSVD) - Disbursement,5,1
10013743,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,8,1
10013909,Employment Assistance and Career Services,Career Matching Provider,Reschedule an existing appointment,6,1
10013936,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,8,1
10013951,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Requests - Training Provider Quality Assessment (TPQA),2,1
10013983,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,1,1
10014102,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10014139,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Request - Status of Absentee Payroll (AP) Submission,10,1
10014172,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
10014281,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,10,1
