subject,predicate,object
Two learners,unable_to_reinstall,SingPass app under parental control
Customer,employed_by,an individual
Customer,seeks_assistance_regarding,Skills Development Levy 2023
Customer,will_provide,payment proof to support her request
Customer,needs_time_to,verify the levy calculation
Customer,requested,extension due to hospital leave
Customer,asks_about,future top-ups
Customer,inquires_reason_for,Additional SkillsFuture Credit (Mid-career support) not credited
Customer,received_citizenship_in,2022
Customer,wants_to_use,credits for courses
Closed case,for_submission_of,documents for Skills Development Levy Phase Two instalment request
Document submission,previously_missed_due_to,an overlooked email
Customer,requests_to_reopen,a closed case
Reason,due_to,pending work permit cards and ICs
Appeal,for,manual attendance recording
Manual attendance recording,needed_for,six trainees
Six trainees,unable_to_use,SingPass
Reason,due_to,unavailable work permit cards
Request,to_manually_record,attendance for two trainees
Two trainees,unable_to_use,SingPass
Customer,expresses_uncertainty_about,active status of provided email
Customer,prefers_callback_on,tomorrow
Extension request reason,due_to,late receipt of reminder
Extension request reason,due_to,delayed payroll information verification
Customer,requests_extension_for,Notice of Objection submission for Skills Development Levy YA2023
Customer,inquires_about_details_of,two Absentee Payroll disbursements
Absentee Payroll disbursements,made_to,her company account
Absentee Payroll disbursements,occurred_on,different dates
Reason,is_due_to,lack of smartphone
Trainee,requests_consideration_for,attendance recording
Trainee,unable_to_use,e-attendance QR
Change request reason,due_to,residential address convenience
Appointment,originally_scheduled_with,a person
Customer,requests_to_change,location and date of a face-to-face appointment
Customer,received_reminders_for,payment of Skills Development Levy
Customer,seeks_update_and_breakdown_for,outstanding amount for finance clarification
Circular,about,exemptions from Quality Assessment Requirements under PWM
Inquiry context,following,receipt of a circular
Training Provider,inquires_about,action required for existing providers
Password reset issue,needs_resolution_at,Community Center
Participant,requests,manual attendance
Participant,unable_to_scan,SingPass for E Attendance
Case,has_been_escalated_to,relevant department for resolution
Customer,received,Skills Development Levy Notice with outstanding amount
Details,are_missing,on customer end
Customer,received,Absentee Payroll Disbursement
Customer,seeks_clarification_on,specific trainee for disbursement
Customer,followed_advice_to_combine,Skills Development Levy with Central Provident Fund payments for foreign employees
Customer,paid_extra_for,Skills Development Levy in 2022
Combination of payments,to_offset,outstanding amounts
Customer,made_monthly_payments_for,both local and foreign employees
Customer,did_not_receive,letter
Customer,requests,breakdown of the Skills Development Levy payment invoice for YA2023
Customer,frustrated_by,repeated reminder letters
Customer,requests_contact_for,Skills Development Levy calculation
Family business,shares_profits_without,salaries
SingPass error,affects,digital attendance for a cleaning course
Trainee,experiencing,SingPass error affecting digital attendance
Trainee,requests_adjustment_of,attendance record to 100 percent
Customer,is,sole employee
Officer in charge,notified_to_contact,Customer via email
Customer,unable_to_retrieve,"Skills Development Levy Notice of Assessment dated October 12, 2023"
Participant,attempted,redownload
Participant,encountered,attendance error
Participant,faced,further issues
Participant,prompted_to_seek,help desk assistance
Participant,required,manual intervention
Details requested,include,course name and employee name
Requester,requests_details_for,received SkillsFuture disbursement
Trainee,faced_difficulties_with,marking attendance using Singpass
Difficulties,impacted,qualification certificate
Assistance request,involves,provided manual attendance sheet
Trainee,requesting_assistance_to,rectify attendance records
Reason for appeal,due_to,meeting with a Career Consultant
Learner,enrolled_in,SkillsFuture Career Transition Programme at NTU
Requester,requests_to_appeal,attendance for a learner
Customer,appeals,Skills Development Levy for a dissolved company
Customer,is,freelance designer
Customer,not_responsible_for,company setup
Customer,states,not liable for Skills Development Levy
One learner,missed,e-attendance for a session
Session,occurs_between,October 22 and November 5
System bug,affects,multiple training programs and grants
Applications,cannot_be_resubmitted_to,SkillsFuture Singapore due to a system bug
Applications,returned_to,SP for document upload
Trainee,faced_issues_with,Singpass App during eAttendance
Request,includes,supporting screenshot attached
Trainee,requests,allowance for manual attendance upload
Issues,resulted_in,endless error loop
Customer,requests_update_on,previously submitted case
Recipient,received_funds_from,Skillsfuture
Recipient,requests,detailed payment record or breakdown
Company,has_confirmation_of,credit
Company,reports_no_record_of,funding received on Enterprise Portal
Company,seeks,Course Reference Number for disbursement
Customer,claims,exemption
Customer,inquired_about,submitting a Notice of Objection for Skills Development Levy
Notice of Objection,pertains_to,individual with a personal chauffeur
Customer,reports_making_payment_for,Skills Development Levy YA2023
Customer,received,Skills Development Levy reminder letter without an amount
Reminder letter,references,Notice of Assessment dated October 2022
Customer,inquires_reason_for,long-term unemployed trainee not receiving Additional Fee Funding (AFS) for a course
Customer,seeks_clarification_on,case status
Case,involves,Workforce Singapore
Context,related_to,LCT program or initiative
Customer,inquires_about,next steps after submitting a SkillsFuture Credit claim
Customer,unable_to_attend,WPLN assessment at British Council
Callback request,for,Career Builder program
Customer,requests_callback_urgently_from,Mandarin-speaking officer
Request reason,due_to,upcoming company transition
Request,for,urgent provision of detailed breakdowns
Received funds,from,SkillsFuture Singapore
Received funds,lack,detailed breakdowns for specific training grants
Phone issues,caused,inability to log in and out
No problems,occurred,the following day
Participant,was_unable_to,log in and out on a specific date
Application process,for_hiring,Technical Sales Engineer over 40 years old
Customer,seeks_information_on,Mid-Career Pathway Program application process
Issues,include,unactivated Singpass and lack of smartphones
Physical attendance records,provided_as,proof
Appeal,requests,to count attendance accordingly
Trainees,unable_to_use,Singpass e-attendance
Customer,appeals_for,manual attendance submission for local trainee
Appeal outcome,related_to,Training Provider Gateway session
Customer,states,previous response did not address the appeal outcome
Appeal,cites,discrepancies in recorded attendance
Trainee,enrolled_in,Occupational First Aid Course
Appeal,for,re-scoring of attendance
Customer,advised_to,pay while awaiting higher authority's response
Customer,claims,no underpayment
Customer,disputes,Skills Development Levy for 2022
Customer,missed,objection deadline
Customer,refuses_to,make payment
Receipt,for_payment_method,cheque
Customer,inquired_about,retrieving a receipt
Learner,experienced_error_with,scanning QR e-attendance during a classroom session
Proof of error and learner details,provided_for,resolution
Customer,did_not_receive,email notification
Customer,inquires_about_identifying,a Giro payment for SkillsFuture Enterprise Credit
Customer,wants_to_reconcile,with their accounts
Customer,forgot_to_include,reference number in bank transfer
Customer,requested_assistance_for,including reference number
Breakdown,includes,specific amounts and associated references
Request,is_for,breakdown of funding received from Skills Future Agency
Mandarin-speaking customer,requests_assistance_in,Chinese for explanation
Mandarin-speaking customer,unable_to_provide,letter details for Skills Development Levy inquiry
Customer,attended,a course months ago
Customer,could_not_complete,survey due to an expired link
Customer,received,a survey
Customer,requests,a new survey link
Customer,awaits,email response within 10 working days
Customer,made_payment_through,CPF EZPay
Customer,queried_non_response_to,November 2022 enquiry about Skills Development Levy computation
Customer,reports_payment_of,outstanding Skills Development Levy for 2022 including a shortfall
